,title,synopsis,genre,adult
5253,Kagaku Ninja-tai Gatchaman,due dangers decreasing resources growing pollution international scientific organization established improve environmental conditions throughout world international criminal group tries achieve world domination taking control created mysterious outer space known generalissimo gives orders chief commander earth masked berg fight robot monsters enlists five brave youths combat squad called science commandos special scientific powers dramatic birdlike costumes make squad match wherever earth may strike ken eagle wise leader assisted sometimes-foolhardy condor pretty jun swan eager little swallow strong horned owl individual scientific weapons main power lies aircraft phoenix transform fiery arrow capable piercing massive threats series dynamic action tension ken jun hold constant readiness meet new threat conquer world,"['Action', 'Adventure', 'Sci', 'Fi', 'Shounen']",0
5254,Sarazanmai,noble kappa kingdom falls otter empire kappa prince loses much power becomes helpless unseen zombies plague world creations otters manifestations people deepest desires choice must rely three young boys must carry box wherever goes childhood friend delinquent school truant mythical organ called removed boys able become kappa fight however defeat boys must connect via minds bodies importantly secrets kappa kingdom relies boys must reveal never done learning connections fragile truly precious things,"['Action', 'Fantasy', 'Supernatural']",0
5255,Sakamoto Desu ga ,sophisticated suave sublime words describe exceedingly handsome patently perfect though first day high school attractiveness intelligence charm already girls swooning guys fuming jealousy one seems able derail attempts tripping quickly foiled sangfroid indomitable wits peerless classmates even teachers able reach level excellence probably might learn thing two trying,"['Slice', 'of', 'Life', 'Comedy', 'School', 'Seinen']",1
5256,Re Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,zero memory snow ova event announced zero franchise get another ova adapt prequel novel included first volume series episode revolve around meeting pack journey mansion candidate royal election,"['Psychological', 'Drama', 'Thriller', 'Fantasy']",0
5257,Patapata Hikousen no Bouken,jane mother dies born father rich english aristocrat soon remarries woman son despises new father brother jane grow dream make flying machine believes distant sands hold secret mysterious cerulean sand make machines fly goes expedition find soon reported executed treason disappears unsigned letter holding handful pale-blue sand floats air jane sure brother alive leaves east find prove innocent many mysteries unravel store jane new friends journey perhaps mystery forever remain mystery,"['Adventure', 'Sci', 'Fi']",0
5258,One Piece Movie 4 Dead End no Bouken,crew arrive local casino holding competition winner obtain huge monetary reward reaches finishing line first elated decides participate competition however conspiracy going behind competition mastermind ex-military commander plan lure pirates military base send deaths gang overcome numerous tests tribulations along way complete dead-end adventure,"['Action', 'Adventure', 'Comedy', 'Super', 'Power', 'Fantasy', 'Shounen']",1
5259,Mitsudomoe,-year-old triplets could different oldest one sadistic kind mature age middle one perverted athletic strength full-grown man youngest one generally quiet gentle push comes shove might strongest perverted sadistic three three class led newly graduated teacher usually gets pushed around girls occasion abused triplets also try lead new school nurse clumsy together however intention dating methods triplets use accomplish goal highly unorthodox,"['Comedy', 'School', 'Slice', 'of', 'Life']",1
5260,Hokuto no Ken,year betrayed left dead warrior wanders post-apocalyptic wasteland quest track rival shin kidnapped beloved fiancee journey makes use deadly fighting form defend helpless bloodthirsty ravagers long exploits begin attract attention greater enemies like warlords rival martial artists finds involved originally bargained faced ever-increasing odds successor forced put skills test effort take back cares new challenges present battle injustice intensifies namely conflict shin rest school martial arts gradually transformed savior irradiated violent world,"['Action', 'Drama', 'Martial', 'Arts', 'Sci', 'Fi', 'Shounen']",1
5261,High Speed Free Starting Days,high speed free starting days plunges past swim club members alongside fellow swimmers competitors started middle school must adjust changes come along growing fits classmates remains positive swimming struggles befriend others join school swim club previous issues swimming trouble distancing lively classmates swimming club difficulty deciding club join instead rest classmates including also hesitant clubs participate argument leads join swimming club anyway boys strive hone skills harmonize swimming styles refine conflicting feelings toward swimming determination talent run high witness along classmates discover improve talents starting days,"['Comedy', 'Drama', 'School', 'Slice', 'of', 'Life', 'Sports']",1
5262,Hidamari Sketch x Honeycomb,studying arts high school dream-come-true learned much already instructors friends neighbors become second family made apartments safe nurturing home day big sisters graduation draws slowly closer time start seriously taking role budding young artists entered protective cocoon also time tackle really challenging artistic assignments mean still time fun others definitely time pencil plans future sometimes means put art course,"['Slice', 'of', 'Life', 'Comedy', 'School', 'Seinen']",0
5263,Fairy Tail 2014 ,grand magic games reaches climax following stunning victory sting rogue guild success pushes fairy tail guild closer crowned overall champions obtaining victory challenge face mystery still surrounds hooded stranger ominous eclipse gate leaving questions answers crazy adventures horizon fairy tail destructive antics joyful rowdiness continue unabated greatest trial quickly approaching united family guild always ready face threat comes way,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Magic', 'Shounen']",0
5264,Iron Kid,futuristic world young stumbles upon bionic arm endows superhuman powers put centuries-old struggle good evil teenager heart begin long-way training together two loyal friends buttons brave ally,"['Action', 'Adventure', 'Comedy', 'Sci', 'Fi']",1
5265,Hinata no Aoshigure,good drawing falls love classmate however good talking people keeps feelings imagination drawings family decides move another town day move says must tell feelings starts chase train taking away,"['Adventure', 'Fantasy', 'Romance']",0
5266,There She Is ,plot revolves around female rabbit meeting falling love chasing male cat world love two species socially unacceptable theme short love accepted chance attempts cure infatuation seeing extent love gives finds something appreciate,"['Comedy', 'Romance']",0
5267,Harmony,future utopia finally achieved thanks medical nanotechnology powerful ethic social welfare mutual consideration perfect world perfect though three young girls stand totalitarian kindness super-medicine attempting suicide via starvation work one girls grows member world health organization crisis threatens harmony new world rediscovers another member suicide pact together must help save planet,"['Sci', 'Fi', 'Psychological']",0
